id,name,reviewed,category_auto,category_truth,category_match,footwearSubcategory_auto,footwearSubcategory_truth,footwearSubcategory_match,primaryColor_auto,primaryColor_truth,primaryColor_match,formality_auto,formality_truth,formality_match,warmth_auto,warmth_truth,warmth_match,seasons_auto,seasons_truth,seasons_match,fit_auto,fit_truth,fit_match,topLength_auto,topLength_truth,topLength_match,bottomVolume_auto,bottomVolume_truth,bottomVolume_match,structure_auto,structure_truth,structure_match,fabricWeight_auto,fabricWeight_truth,fabricWeight_match,patternType_auto,patternType_truth,patternType_match,patternScale_auto,patternScale_truth,patternScale_match,texture_auto,texture_truth,texture_match,archetype_auto,archetype_truth,archetype_match
927A43F5-4DF0-49D3-8274-232F46663A70,Accessory,yes,accessory,top,0,,,1,mauve,ivory,0,0,0,1,0,0,1,autumn+spring+summer+winter,autumn+spring+summer+winter,1,,slim,0,,cropped,0,,,1,,soft,0,,light,0,solid,solid,1,none,none,1,subtleTexture,smooth,0,boho,minimalist,0
C484511D-53CC-415F-8904-53D23B772042,Accessory,yes,accessory,top,0,,,1,forest,forest,1,0,0,1,0,0,1,autumn+spring+summer+winter,spring+summer,0,,slim,0,,cropped,0,,,1,,,1,,light,0,solid,solid,1,none,none,1,textured,smooth,0,classic,boho,0
66E7962B-386E-4196-B0A9-A3E772E46FBD,Accessory,yes,accessory,top,0,,,1,navy,navy,1,3,0,0,0,0,1,autumn+spring+summer+winter,spring+summer,0,,slim,0,,cropped,0,,,1,,structured,0,,light,0,solid,stripe,0,none,small,0,subtleTexture,subtleTexture,1,classic,minimalist,0
22B76724-DD50-49B5-98FF-8DDC56E65EA1,Accessory,yes,accessory,dress,0,,,1,ink,ink,1,1,3,0,0,0,1,autumn+spring+summer+winter,autumn+spring+summer+winter,1,,slim,0,,,1,,,1,,soft,0,,light,0,solid,floral,0,none,large,0,subtleTexture,smooth,0,classic,romantic,0
5C5A5A1B-88EE-454E-AB9B-948053E74048,Bottom,yes,bottom,dress,0,,,1,rust,rust,1,1,1,1,0,0,1,autumn+spring+summer,autumn+spring+summer,1,regular,regular,1,,,1,straight,,0,semiStructured,semiStructured,1,medium,light,0,solid,floral,0,none,medium,0,textured,subtleTexture,0,classic,boho,0
9BECC841-3E9F-42B4-B65C-CA74A576A246,Bottom,yes,bottom,bottom,1,,,1,ink,ink,1,0,1,0,1,1,1,autumn+spring+summer+winter,autumn+spring+summer+winter,1,regular,regular,1,,,1,straight,straight,1,semiStructured,semiStructured,1,medium,medium,1,solid,stripe,0,none,small,0,subtleTexture,subtleTexture,1,classic,classic,1
D3B66B1A-33C4-49F3-A6D2-FC630B923D79,Bottom,yes,bottom,bottom,1,,,1,slate,forest,0,0,0,1,0,0,1,spring+summer,spring+summer,1,regular,regular,1,,,1,straight,straight,1,semiStructured,semiStructured,1,medium,medium,1,solid,solid,1,none,none,1,textured,smooth,0,sporty,sporty,1
219C13F6-FF89-4FEE-A929-774A8BBAD00A,Bottom,yes,bottom,top,0,,,1,mauve,ivory,0,1,0,0,0,0,1,autumn+spring+summer,spring+summer,0,regular,regular,1,,cropped,0,straight,,0,semiStructured,semiStructured,1,medium,light,0,solid,floral,0,none,small,0,subtleTexture,subtleTexture,1,romantic,classic,0
E5209682-ECCC-481B-A168-FDE6E6E95C89,Bottom,yes,bottom,bottom,1,,,1,ink,ink,1,1,0,0,0,0,1,autumn+spring+summer,autumn+spring+summer,1,regular,regular,1,,,1,straight,straight,1,semiStructured,semiStructured,1,medium,medium,1,solid,solid,1,none,none,1,textured,smooth,0,boho,sporty,0
35F517D9-DE78-4FD9-A6F3-F5D5377AF077,Bottom,yes,bottom,top,0,,,1,chocolate,burgundy,0,0,0,1,0,0,1,spring+summer,spring+summer,1,regular,slim,0,,cropped,0,slim,,0,semiStructured,semiStructured,1,medium,medium,1,solid,solid,1,none,none,1,subtleTexture,subtleTexture,1,sporty,boho,0
DA926F8C-8643-4C6C-85F0-834C67247F92,Bottom,yes,bottom,dress,0,,,1,mauve,burgundy,0,1,1,1,0,0,1,autumn+spring+summer,autumn+spring+summer,1,regular,regular,1,,,1,straight,,0,semiStructured,soft,0,medium,light,0,solid,floral,0,none,small,0,textured,smooth,0,boho,boho,1
1466C0FD-8173-4054-A72B-592A4D537EBD,Bottom,yes,bottom,bottom,1,,,1,forest,navy,0,1,1,1,0,0,1,autumn+spring+summer,autumn+spring+summer,1,regular,regular,1,,,1,straight,straight,1,semiStructured,soft,0,medium,medium,1,solid,solid,1,none,none,1,subtleTexture,smooth,0,romantic,romantic,1
F3FFE725-B39D-4C83-8FE9-F4D62BEF02A5,Bottom,yes,bottom,dress,0,,,1,charcoal,charcoal,1,1,3,0,0,0,1,autumn+spring+summer,autumn+spring+summer,1,regular,slim,0,,,1,wide,,0,semiStructured,soft,0,medium,light,0,solid,solid,1,none,none,1,subtleTexture,smooth,0,romantic,romantic,1
2F2C3824-588B-4927-ADA2-B22E61AF014D,Bottom,yes,bottom,bottom,1,,,1,sage,oat,0,0,1,0,1,1,1,autumn+spring+summer+winter,autumn+spring+summer+winter,1,regular,regular,1,,,1,straight,straight,1,semiStructured,soft,0,medium,medium,1,solid,solid,1,none,none,1,smooth,smooth,1,classic,preppy,0
D2C13082-68AB-42AE-B667-63A2DDA4AE8E,Bottom,yes,bottom,dress,0,,,1,mauve,sage,0,1,1,1,0,0,1,autumn+spring+summer,autumn+spring+summer,1,regular,regular,1,,,1,straight,,0,semiStructured,semiStructured,1,medium,medium,1,solid,floral,0,none,medium,0,textured,subtleTexture,0,boho,boho,1
6DBD2DD9-5C72-4A5E-B898-EBF0DB0DCA65,Bottom,yes,bottom,dress,0,,,1,tobacco,tobacco,1,1,1,1,0,0,1,autumn+spring+summer,autumn+spring+summer,1,regular,slim,0,,,1,straight,,0,semiStructured,soft,0,medium,light,0,solid,solid,1,none,none,1,subtleTexture,smooth,0,boho,romantic,0
83799912-64A6-4559-BAB8-EB218B33B0A0,Bottom,yes,bottom,top,0,,,1,slate,denim,0,0,0,1,0,0,1,spring+summer,spring+summer,1,regular,slim,0,,cropped,0,wide,,0,semiStructured,semiStructured,1,medium,light,0,solid,stripe,0,none,small,0,subtleTexture,subtleTexture,1,sporty,classic,0
E8D8F75E-A30D-429E-9BAE-3B360CCA8C00,Bottom,yes,bottom,bottom,1,,,1,mauve,mauve,1,0,0,1,0,0,1,spring+summer,spring+summer,1,regular,regular,1,,,1,straight,straight,1,semiStructured,semiStructured,1,medium,medium,1,solid,solid,1,none,none,1,subtleTexture,subtleTexture,1,sporty,classic,0
D453CE79-E102-4F6B-BE09-62319CE2A666,Bottom,yes,bottom,bottom,1,,,1,chocolate,chocolate,1,1,0,0,0,0,1,autumn+spring+summer,spring+summer,0,regular,relaxed,0,,,1,straight,wide,0,semiStructured,semiStructured,1,medium,light,0,,abstract,0,small,small,1,textured,smooth,0,classic,boho,0
959CDCB9-BEDE-4CD6-AE82-A9A983EACF22,Bottom,yes,bottom,bottom,1,,,1,chocolate,chocolate,1,1,1,1,0,0,1,autumn+spring+summer,autumn+spring+summer,1,regular,regular,1,,,1,straight,wide,0,semiStructured,semiStructured,1,medium,medium,1,solid,stripe,0,none,small,0,subtleTexture,subtleTexture,1,romantic,romantic,1
05262EBB-D1DF-4E4F-9735-29A05703B511,Bottom,yes,bottom,top,0,,,1,ink,ink,1,1,1,1,0,0,1,autumn+spring+summer,autumn+spring+summer,1,regular,slim,0,,cropped,0,wide,wide,1,semiStructured,semiStructured,1,medium,medium,1,solid,stripe,0,none,small,0,subtleTexture,subtleTexture,1,boho,boho,1
6F252418-BB1C-432D-97B0-C9ABB19650C7,Bottom,yes,bottom,dress,0,,,1,ink,ink,1,1,3,0,0,0,1,autumn+spring+summer,autumn+spring+summer,1,regular,regular,1,,,1,straight,,0,semiStructured,semiStructured,1,medium,medium,1,solid,floral,0,none,small,0,subtleTexture,subtleTexture,1,classic,preppy,0
794533B0-2376-45A8-8045-B8BBABCBA688,Bottom,yes,bottom,bottom,1,,,1,ink,ink,1,0,0,1,1,1,1,autumn+spring+summer+winter,autumn+spring+summer+winter,1,regular,regular,1,,,1,straight,straight,1,semiStructured,soft,0,medium,light,0,solid,solid,1,none,none,1,subtleTexture,smooth,0,classic,minimalist,0
337F0DBE-2AF6-487C-BF1F-47D736C9C616,Bottom,yes,bottom,bottom,1,,,1,charcoal,charcoal,1,0,1,0,1,1,1,autumn+spring+summer+winter,autumn+spring+summer+winter,1,regular,regular,1,,,1,straight,straight,1,semiStructured,semiStructured,1,medium,medium,1,solid,stripe,0,none,small,0,textured,textured,1,preppy,preppy,1
4CA0A558-0F7F-43DC-A491-A6D4B4CEBA50,Bottom,yes,bottom,bottom,1,,,1,sage,sage,1,1,1,1,0,0,1,autumn+spring+summer,spring+summer,0,regular,relaxed,0,,,1,straight,wide,0,semiStructured,semiStructured,1,medium,medium,1,solid,solid,1,none,none,1,subtleTexture,subtleTexture,1,romantic,romantic,1
820FAC7D-CE06-4F57-B2D2-D5F1F3677B47,Bottom,yes,bottom,dress,0,,,1,ink,ink,1,1,3,0,0,0,1,autumn+spring+summer,autumn+spring+summer,1,regular,regular,1,,,1,straight,,0,semiStructured,soft,0,medium,light,0,solid,solid,1,none,none,1,subtleTexture,smooth,0,romantic,romantic,1
A40A200F-CE7B-4BBF-8C98-A3169B229553,Bottom,yes,bottom,bottom,1,,,1,chocolate,chocolate,1,0,2,0,1,1,1,autumn+spring+summer+winter,autumn+spring+summer+winter,1,regular,oversized,0,,,1,straight,wide,0,semiStructured,semiStructured,1,medium,medium,1,solid,solid,1,none,none,1,subtleTexture,subtleTexture,1,preppy,preppy,1
9BD9314D-391A-4EBC-9C74-6EC0F032C3DE,Bottom,yes,bottom,bottom,1,,,1,ink,ink,1,0,1,0,1,1,1,autumn+spring+summer+winter,autumn+spring+summer+winter,1,regular,oversized,0,,,1,straight,wide,0,semiStructured,soft,0,medium,medium,1,solid,solid,1,none,none,1,subtleTexture,smooth,0,classic,classic,1
7F614BD0-6CFC-405E-ACD9-C8B4E0E8A901,Bottom,yes,bottom,bottom,1,,,1,ink,navy,0,0,1,0,1,1,1,autumn+spring+summer+winter,autumn+spring+summer+winter,1,regular,relaxed,0,,,1,straight,straight,1,semiStructured,semiStructured,1,medium,medium,1,solid,stripe,0,none,small,0,subtleTexture,subtleTexture,1,classic,classic,1
FD2B1477-BED3-4479-A6A8-2B7A77BCC348,Bottom,yes,bottom,bottom,1,,,1,camel,sage,0,1,1,1,0,0,1,autumn+spring+summer,spring+summer,0,regular,regular,1,,,1,wide,slim,0,semiStructured,semiStructured,1,medium,medium,1,solid,solid,1,none,none,1,textured,subtleTexture,0,romantic,romantic,1
1F043FB6-236F-4A57-BB96-C09FC3FBC1CC,Bottom,yes,bottom,bottom,1,,,1,sage,sage,1,0,1,0,0,0,1,spring+summer,spring+summer,1,regular,relaxed,0,,,1,straight,straight,1,semiStructured,soft,0,medium,light,0,solid,solid,1,none,none,1,smooth,smooth,1,sporty,preppy,0
82A6781A-38B5-46DF-9063-E0BA263139B8,Dress,yes,dress,top,0,,,1,navy,forest,0,1,0,0,0,0,1,spring+summer,spring+summer,1,regular,slim,0,,cropped,0,,,1,soft,soft,1,light,light,1,solid,stripe,0,none,small,0,subtleTexture,subtleTexture,1,romantic,sporty,0
10D0D01F-6153-4FD4-A598-9EF3A286E422,Dress,yes,dress,top,0,,,1,charcoal,charcoal,1,1,1,1,0,0,1,spring+summer,spring+summer,1,regular,slim,0,,cropped,0,,,1,soft,soft,1,light,light,1,,abstract,0,small,small,1,textured,textured,1,romantic,romantic,1
8441C3BE-AEEB-4420-B0D9-BE5384AA83BB,Dress,yes,dress,top,0,,,1,denim,denim,1,1,1,1,0,0,1,spring+summer,spring+summer,1,regular,relaxed,0,,regular,0,,,1,soft,soft,1,light,light,1,solid,stripe,0,none,small,0,textured,subtleTexture,0,classic,preppy,0
F7BF076B-1E51-4AA0-8444-D8F7BED821A0,Dress,yes,dress,dress,1,,,1,ink,ink,1,1,1,1,0,0,1,spring+summer,spring+summer,1,regular,regular,1,,,1,,,1,soft,soft,1,light,light,1,,abstract,0,medium,medium,1,textured,textured,1,classic,classic,1
75555DE4-7A83-406A-99A8-D14522F5A294,Footwear,yes,footwear,footwear,1,athletic,athletic,1,mauve,mauve,1,0,0,1,0,0,1,autumn+spring+summer+winter,autumn+spring+summer+winter,1,,,1,,,1,,,1,,,1,,,1,,,1,small,,0,textured,,0,sporty,sporty,1
7DBDA81E-840D-40E9-AAC7-3DA849875D89,Footwear,yes,footwear,footwear,1,sandal,sandal,1,slate,oat,0,0,0,1,0,0,1,autumn+spring+summer+winter,spring+summer,0,,,1,,,1,,,1,,,1,,,1,solid,solid,1,none,none,1,subtleTexture,subtleTexture,1,sporty,classic,0
3144A354-1433-4BAD-A0EE-C26DD1471EF4,Outerwear,yes,outerwear,outerwear,1,,,1,navy,navy,1,0,1,0,2,1,0,autumn+spring+winter,autumn+spring,0,regular,regular,1,,regular,0,,,1,structured,semiStructured,0,medium,medium,1,solid,solid,1,none,none,1,subtleTexture,subtleTexture,1,classic,classic,1
35E1CE58-B787-432F-8422-E2050815ED3A,Top,yes,top,top,1,,,1,ink,ink,1,0,1,0,0,0,1,spring+summer,spring+summer,1,regular,regular,1,cropped,regular,0,,,1,soft,semiStructured,0,light,light,1,solid,solid,1,none,none,1,subtleTexture,subtleTexture,1,sporty,classic,0
C54596C5-6ED9-4D7A-BB0E-301F5A6A1BBF,Top,yes,top,top,1,,,1,mauve,mauve,1,0,0,1,1,1,1,autumn+spring+winter,autumn+spring+summer+winter,0,regular,regular,1,cropped,cropped,1,,,1,soft,structured,0,light,light,1,solid,solid,1,none,none,1,subtleTexture,textured,0,classic,boho,0
37533970-F8CB-4BC8-AA63-DC87EDD19946,Top,yes,top,top,1,,,1,ink,ink,1,0,0,1,0,0,1,spring+summer,spring+summer,1,regular,regular,1,cropped,cropped,1,,,1,soft,semiStructured,0,light,light,1,solid,solid,1,none,none,1,subtleTexture,subtleTexture,1,sporty,minimalist,0
1E8E2184-B3D1-4172-A47D-8F73149F5A80,Top,yes,top,top,1,,,1,ink,navy,0,0,0,1,0,0,1,spring+summer,spring+summer,1,regular,regular,1,cropped,regular,0,,,1,soft,soft,1,light,medium,0,solid,solid,1,none,none,1,subtleTexture,subtleTexture,1,sporty,classic,0
2786B042-13C9-478C-AA7A-F962AC65407E,Top,yes,top,top,1,,,1,slate,slate,1,0,0,1,0,0,1,spring+summer,spring+summer,1,regular,regular,1,cropped,regular,0,,,1,soft,soft,1,light,light,1,solid,solid,1,none,none,1,subtleTexture,smooth,0,classic,classic,1
92787C9E-43CD-416E-893D-841786BBB636,Top,yes,top,top,1,,,1,ink,ink,1,0,0,1,1,0,0,,spring+summer,0,,regular,0,,cropped,0,,,1,,soft,0,,light,0,solid,solid,1,none,none,1,subtleTexture,smooth,0,classic,minimalist,0
EC7ABE7A-7B15-466B-87AF-30000E7FC575,Top,yes,top,top,1,,,1,mauve,mauve,1,0,0,1,1,0,0,autumn+spring+winter,autumn+spring+winter,1,regular,slim,0,cropped,cropped,1,,,1,soft,soft,1,light,light,1,solid,solid,1,none,none,1,subtleTexture,smooth,0,preppy,classic,0
F4D7B3FC-94B1-416B-A52C-162EC75871DA,Top,yes,top,top,1,,,1,ink,ink,1,0,0,1,0,0,1,spring+summer,spring+summer,1,regular,slim,0,regular,cropped,0,,,1,soft,soft,1,light,light,1,,solid,0,large,none,0,textured,smooth,0,sporty,minimalist,0
50F49D23-99B8-47E7-AB42-8D67B0BB868F,Top,yes,top,top,1,,,1,mauve,ecru,0,0,0,1,1,0,0,autumn+spring+winter,autumn+spring+summer,0,regular,slim,0,regular,cropped,0,,,1,soft,soft,1,light,light,1,solid,solid,1,none,none,1,smooth,smooth,1,classic,minimalist,0
2DEAD7F6-0C55-43FB-A171-AC44AD58050D,Top,yes,top,top,1,,,1,charcoal,charcoal,1,0,0,1,0,0,1,spring+summer,spring+summer,1,regular,regular,1,regular,regular,1,,,1,soft,soft,1,light,light,1,solid,stripe,0,none,small,0,subtleTexture,subtleTexture,1,sporty,sporty,1
A16E867C-FD09-4664-9B89-D73120740E53,Top,yes,top,top,1,,,1,burgundy,burgundy,1,0,0,1,1,0,0,,spring+summer,0,,slim,0,,cropped,0,,,1,,soft,0,,light,0,solid,solid,1,none,none,1,subtleTexture,subtleTexture,1,classic,classic,1
F9420159-5AB6-4C20-BE14-E21F6F80E8EB,Top,yes,top,top,1,,,1,slate,navy,0,0,1,0,0,0,1,autumn+spring+summer+winter,spring+summer,0,regular,regular,1,regular,regular,1,,,1,soft,structured,0,light,light,1,,stripe,0,small,small,1,textured,textured,1,classic,preppy,0
CFE95192-E8FD-4C7E-B8F4-97D87EC2620C,Top,yes,top,top,1,,,1,mauve,mauve,1,0,0,1,1,1,1,autumn+spring+winter,autumn+spring+winter,1,regular,regular,1,regular,regular,1,,,1,soft,semiStructured,0,light,light,1,solid,check,0,none,small,0,textured,textured,1,classic,classic,1
B9032AA2-6227-406E-8DC3-07CA53A0AA20,Top,yes,top,top,1,,,1,ink,chocolate,0,0,0,1,1,1,1,autumn+spring+winter,autumn+spring+winter,1,regular,regular,1,regular,regular,1,,,1,soft,semiStructured,0,light,light,1,solid,stripe,0,none,small,0,subtleTexture,subtleTexture,1,classic,classic,1
5D529301-A3D0-49DE-83F8-9F4CA1C9DF8C,Top,yes,top,top,1,,,1,ink,ink,1,0,1,0,0,0,1,spring+summer,spring+summer,1,regular,regular,1,regular,regular,1,,,1,soft,soft,1,light,light,1,solid,solid,1,none,none,1,subtleTexture,subtleTexture,1,sporty,classic,0
8B1549F1-603B-4E96-BF59-4E0C382E91B7,Top,yes,top,top,1,,,1,ink,tobacco,0,0,1,0,0,0,1,autumn+spring+summer+winter,spring+summer,0,regular,regular,1,cropped,cropped,1,,,1,soft,semiStructured,0,light,light,1,solid,stripe,0,none,small,0,subtleTexture,subtleTexture,1,classic,classic,1
8341DFCC-9FC8-493F-8BFC-3A0EA4D9BF00,Top,yes,top,top,1,,,1,ink,charcoal,0,0,0,1,0,0,1,spring+summer,spring+summer,1,regular,slim,0,cropped,cropped,1,,,1,soft,structured,0,light,light,1,solid,solid,1,none,none,1,subtleTexture,textured,0,sporty,romantic,0
5DF16845-47C9-4BAC-8E8C-11BDC06517AF,Top,yes,top,top,1,,,1,slate,slate,1,0,0,1,1,1,1,autumn+spring+winter,autumn+spring+summer,0,regular,regular,1,regular,cropped,0,,,1,soft,soft,1,light,light,1,solid,solid,1,none,none,1,subtleTexture,smooth,0,classic,classic,1
3B1618CF-7E90-4F60-84BE-79B4FA293FB8,Top,yes,top,top,1,,,1,ink,ink,1,0,0,1,0,0,1,spring+summer,spring+summer,1,regular,regular,1,regular,regular,1,,,1,soft,soft,1,light,light,1,solid,solid,1,none,none,1,subtleTexture,smooth,0,sporty,sporty,1